State,Account length,Area code,International plan,Voice mail plan,Number vmail messages,Total day minutes,Total day calls,Total day charge,Total eve minutes,Total eve calls,Total eve charge,Total night minutes,Total night calls,Total night charge,Total intl minutes,Total intl calls,Total intl charge,Customer service calls,Churn
Nevada,107,510,1,0,0,234,91,39,163,105,13,282,100,12,10,3,2,1,0
Arkansas,107,415,1,0,0,133,106,22,182,89,15,241,123,10,12,2,3,3,1
Montana,138,415,0,0,0,133,87,22,166,110,14,193,139,8,15,3,4,1,0
Connecticut,103,510,0,0,0,160,104,27,138,70,11,312,97,14,9,2,2,0,0
Utah,116,415,0,1,44,230,94,39,224,103,19,244,76,10,11,2,3,0,0
Georgia,189,408,0,0,0,227,84,38,176,81,14,206,120,9,6,4,1,2,0
Nevada,161,415,0,0,0,72,120,12,267,120,22,222,91,10,11,2,3,2,0
Tennessee,1,415,0,0,0,196,107,33,296,82,25,211,91,9,7,2,1,1,0
Delaware,89,408,0,0,0,197,110,33,165,115,14,227,106,10,12,3,3,1,0
New York,64,408,0,0,0,219,126,37,303,100,25,154,65,6,9,5,2,1,0
Montana,126,415,0,1,30,153,90,26,151,97,12,153,97,6,12,4,3,4,1
Iowa,129,415,0,0,0,216,85,36,186,114,15,210,109,9,4,10,1,2,0
Vermont,128,510,0,1,32,222,136,37,262,80,22,191,101,8,10,4,2,0,0
Montana,114,510,0,0,0,189,101,32,147,80,12,172,121,7,10,5,2,1,0
New Hampshire,50,408,0,0,0,154,102,26,298,108,25,210,95,9,11,3,3,0,0
West Virginia,86,415,0,0,0,136,104,23,202,110,17,230,86,10,11,1,3,3,0
Idaho,96,408,0,0,0,170,86,28,277,88,23,162,117,7,12,6,3,1,0
West Virginia,57,415,1,1,17,236,94,40,163,94,13,236,117,10,12,3,3,2,0
Ohio,65,510,0,0,0,153,117,26,220,122,18,280,147,12,8,3,2,2,0
Maryland,136,415,0,0,0,252,74,42,167,81,14,248,110,11,10,3,2,2,0
Minnesota,116,408,0,0,0,197,84,33,168,113,14,239,145,10,12,6,3,1,0
Nebraska,93,408,0,0,0,152,74,25,274,88,23,252,120,11,6,5,1,3,0
Minnesota,142,510,0,1,40,237,105,40,175,93,14,210,110,9,9,3,2,3,0
New York,92,408,0,0,0,265,82,45,180,75,15,211,113,9,8,2,2,1,0
Hawaii,70,415,0,0,0,197,91,33,305,81,25,171,105,7,6,6,1,1,0
Missouri,22,408,0,1,14,199,100,33,221,103,18,65,91,2,4,1,1,1,0
Nevada,37,415,0,0,0,233,114,39,207,109,17,212,101,9,12,2,3,2,0
Massachusetts,51,415,0,0,0,183,99,31,160,107,13,311,121,14,7,3,1,1,0
New Hampshire,174,408,0,0,0,139,96,23,143,108,12,225,107,10,10,5,2,2,0
Utah,68,415,0,0,0,213,112,36,260,100,22,233,97,10,8,3,2,1,1
Florida,130,415,0,0,0,207,70,35,200,115,17,194,100,8,12,2,3,1,0
Connecticut,134,408,0,0,0,177,91,30,228,105,19,194,113,8,8,3,2,2,0
Kentucky,108,415,0,1,35,169,136,28,173,101,14,214,105,9,9,7,2,2,0
New Mexico,103,415,0,0,0,173,83,29,244,65,20,221,66,9,9,2,2,3,0
North Dakota,62,510,0,0,0,159,100,27,172,99,14,263,109,11,5,4,1,1,0
Nevada,162,415,0,0,0,115,89,19,196,111,16,212,98,9,11,3,3,2,0
Idaho,42,415,0,0,0,92,108,15,211,120,17,129,73,5,13,6,3,1,0
Oklahoma,155,415,0,1,23,243,112,41,133,106,11,213,123,9,13,11,3,2,0
Iowa,36,510,0,0,0,117,94,19,235,117,20,221,108,9,9,2,2,0,0
Ohio,143,415,0,0,0,223,99,37,167,128,14,203,84,9,4,4,1,0,1
Iowa,81,510,0,0,0,261,141,44,215,102,18,271,96,12,8,6,2,1,1
Delaware,138,510,1,0,0,46,104,7,186,114,15,167,95,7,9,4,2,4,1
California,103,415,0,1,18,149,84,25,170,84,14,171,112,7,11,7,3,0,1
Wyoming,127,510,1,0,0,242,102,41,226,80,19,252,96,11,13,5,3,2,1
Oregon,136,510,0,0,0,259,99,44,172,125,14,293,78,13,10,6,2,1,1
Maine,99,415,0,0,0,222,102,37,185,89,15,237,81,10,12,8,3,2,0
Arkansas,95,415,0,0,0,69,79,11,190,109,16,219,102,9,8,5,2,0,0
Maine,118,408,1,1,21,156,122,26,209,125,17,158,81,7,11,3,3,4,1
West Virginia,113,415,0,0,0,61,111,10,92,88,7,197,114,8,13,3,3,5,1
Pennsylvania,128,408,1,0,0,245,112,41,101,101,8,152,116,6,10,5,2,0,0
Hawaii,117,408,0,0,0,102,100,17,135,104,11,199,93,8,15,10,4,3,0
Montana,48,415,0,1,36,230,92,39,167,121,14,270,87,12,7,4,2,3,0
District of Columbia,81,510,1,0,0,227,105,38,211,120,17,258,113,11,11,3,3,0,0
Mississippi,140,408,0,0,0,162,98,27,206,109,17,141,66,6,8,2,2,1,0
Ohio,107,510,0,1,38,219,92,37,180,73,15,104,91,4,11,1,2,2,0
Missouri,56,415,0,0,0,137,111,23,165,119,14,182,72,8,14,4,3,1,0
Texas,159,415,0,0,0,87,103,14,278,97,23,170,93,7,10,10,2,1,0
Maryland,102,415,0,0,0,271,80,46,172,133,14,169,105,7,10,5,2,1,0
South Carolina,106,408,0,0,0,52,106,8,220,113,18,112,95,5,11,2,3,2,0
Colorado,86,415,0,0,0,217,93,37,214,95,18,228,70,10,11,7,3,0,0
Idaho,169,415,0,0,0,235,79,40,136,85,11,220,97,9,13,10,3,1,0
Arizona,122,510,0,1,22,204,92,34,139,121,11,205,103,9,8,5,2,2,0
Minnesota,52,415,0,1,32,130,68,22,247,77,21,289,87,13,13,5,3,2,0
Delaware,79,415,0,1,34,103,100,17,236,78,20,256,102,11,14,4,4,2,0
Michigan,135,415,0,0,0,239,91,40,177,104,15,217,118,9,5,3,1,2,0
California,37,415,0,0,0,191,69,32,129,113,10,207,117,9,12,1,3,0,0
Minnesota,161,415,0,1,39,218,76,37,112,94,9,205,121,9,7,4,1,1,0
Connecticut,123,415,0,0,0,128,126,21,117,94,10,198,132,8,10,5,2,0,0
West Virginia,80,415,0,1,38,236,69,40,197,68,16,209,102,9,9,10,2,2,0
West Virginia,94,415,0,0,0,85,113,14,226,91,19,279,110,12,15,16,4,0,0
Nebraska,105,415,0,1,27,141,96,24,167,94,14,274,101,12,11,2,3,1,0
North Carolina,73,415,0,1,31,194,104,33,176,84,14,230,110,10,11,3,3,0,0
Nebraska,112,415,0,0,0,167,100,28,154,90,13,281,107,12,17,3,4,2,0
Illinois,179,408,0,0,0,234,134,39,164,94,13,191,72,8,6,4,1,1,0
Massachusetts,57,510,0,0,0,154,78,26,196,85,16,253,97,11,10,9,2,1,0
Arizona,127,415,0,1,14,143,99,24,169,91,14,221,77,9,11,1,3,1,0
South Dakota,122,415,1,1,40,216,80,36,249,90,21,185,99,8,12,4,3,1,0
Montana,33,510,0,1,35,161,85,27,151,82,12,191,131,8,8,2,2,1,0
Vermont,94,408,0,0,0,118,90,20,205,57,17,172,100,7,10,6,2,3,0
Utah,100,408,0,0,0,179,123,30,196,132,16,186,116,8,10,10,2,1,0
Hawaii,106,415,0,0,0,147,97,25,209,99,17,162,80,7,8,5,2,2,0
District of Columbia,148,415,0,1,38,209,110,35,116,73,9,109,105,4,16,4,4,2,0
Wisconsin,120,415,0,1,29,244,140,41,322,89,27,166,83,7,10,6,2,0,0
Utah,91,415,0,1,34,175,96,29,262,122,22,143,76,6,5,11,1,1,0
Washington,86,510,0,0,0,150,92,25,120,95,10,271,96,12,9,2,2,1,0
South Dakota,78,415,0,1,25,197,73,33,295,113,25,211,73,9,13,2,3,0,0
Montana,94,510,0,0,0,163,136,27,143,111,12,253,82,11,12,5,3,1,0
New Jersey,85,415,0,0,0,236,93,40,197,113,16,309,78,13,11,7,3,2,1
Connecticut,89,415,0,0,0,82,77,13,167,80,14,194,70,8,7,4,1,1,0
Virginia,128,415,0,0,0,216,111,36,153,115,13,227,74,10,12,4,3,1,0
North Carolina,115,415,1,0,0,180,119,30,198,126,16,217,70,9,12,3,3,1,0
Alaska,76,415,0,0,0,143,55,24,173,108,14,239,95,10,5,6,1,1,0
Maryland,75,415,0,1,39,198,107,33,280,132,23,129,73,5,11,7,3,1,0
North Dakota,82,415,0,1,29,163,77,27,134,112,11,79,95,3,8,2,2,2,0
Indiana,87,510,0,0,0,189,113,32,204,100,17,221,93,9,13,3,3,1,0
Michigan,115,415,0,1,26,155,110,26,230,133,19,261,100,11,4,4,1,0,0
Vermont,121,415,1,1,44,254,127,43,180,108,15,196,129,8,8,4,2,3,0
West Virginia,54,510,0,1,33,112,90,19,208,112,17,150,83,6,11,4,3,2,0
Connecticut,95,415,0,0,0,198,113,33,235,144,20,325,99,14,10,3,2,0,0
Oregon,163,408,0,1,25,219,99,37,210,99,17,242,88,10,13,8,3,2,0
Vermont,57,415,0,0,0,169,96,28,234,112,19,285,83,12,11,4,3,0,0
Rhode Island,104,408,1,0,0,160,73,27,293,103,24,306,90,13,12,5,3,4,0
Rhode Island,83,415,0,1,20,95,89,16,167,92,14,200,79,9,11,2,3,0,0
New Mexico,141,415,0,0,0,160,87,27,256,120,21,270,107,12,7,1,1,2,0
Alabama,95,415,0,0,0,194,114,33,232,106,19,173,92,7,3,2,1,3,0
Montana,184,415,0,0,0,236,73,40,287,120,24,192,94,8,13,4,3,1,1
Tennessee,67,415,0,0,0,179,125,30,173,86,14,272,97,12,10,4,2,0,0
Idaho,104,415,1,0,0,148,108,25,161,113,13,259,103,11,11,4,2,0,0
New Hampshire,149,415,0,0,0,119,88,20,168,110,14,204,119,9,12,6,3,4,1
North Dakota,154,408,0,1,35,224,102,38,192,99,16,163,100,7,9,2,2,0,0
Kansas,117,415,0,0,0,184,83,31,248,101,21,133,113,5,9,8,2,1,0
Maine,130,408,0,0,0,176,140,29,201,104,17,161,123,7,11,5,3,1,0
Rhode Island,73,415,0,0,0,241,115,41,168,133,14,169,122,7,11,2,3,2,0
Wisconsin,100,510,0,1,38,224,121,38,294,131,24,290,61,13,9,6,2,0,0
North Carolina,149,510,0,0,0,207,115,35,198,82,16,114,83,5,8,4,2,1,0
Ohio,29,408,0,0,0,196,81,33,168,110,14,132,98,5,12,7,3,2,0
Wyoming,131,510,0,0,0,110,74,18,115,90,9,190,114,8,15,9,4,1,0
New Jersey,153,510,0,0,0,122,145,20,273,103,23,197,71,8,8,3,2,2,0
North Dakota,84,510,0,0,0,226,144,38,201,122,17,130,121,5,13,5,3,2,0
Wisconsin,133,510,0,0,0,187,65,31,141,128,12,238,108,10,10,8,2,2,0
New York,87,415,0,0,0,204,101,34,161,80,13,285,89,12,9,3,2,0,0
Missouri,72,415,0,0,0,165,114,28,235,97,20,210,120,9,12,5,3,2,0
Minnesota,65,510,0,1,29,158,104,26,322,81,27,210,96,9,8,6,2,1,0
Colorado,74,415,0,0,0,225,93,38,215,120,18,241,95,10,9,2,2,2,0
Maryland,116,408,0,0,0,159,79,27,179,88,15,167,71,7,9,2,2,6,1
Arkansas,68,510,0,0,0,172,95,29,139,90,11,174,99,7,11,1,3,2,0
Tennessee,68,415,0,0,0,222,99,37,175,85,14,202,111,9,11,3,2,3,0
Delaware,54,415,1,0,0,214,77,36,240,94,20,188,75,8,10,3,2,1,0
Wisconsin,107,408,0,0,0,134,104,22,174,94,14,311,79,14,7,3,1,3,0
Minnesota,173,510,0,0,0,291,143,49,214,134,18,151,119,6,9,2,2,0,1
Missouri,110,408,0,0,0,222,94,37,105,98,8,214,78,9,13,4,3,1,0
Virginia,102,510,0,0,0,174,79,29,236,136,20,270,110,12,8,5,2,0,0
Oklahoma,91,408,0,1,31,273,78,46,215,98,18,104,114,4,9,2,2,1,0
Connecticut,64,415,1,0,0,225,134,38,108,87,9,139,132,6,17,9,4,1,1
Tennessee,176,415,0,1,23,283,130,48,162,74,13,177,104,8,7,6,1,1,0
Wisconsin,84,510,0,1,12,89,87,15,138,73,11,165,114,7,10,2,2,1,0
South Dakota,138,510,0,0,0,127,102,21,247,106,21,207,75,9,5,3,1,3,0
North Dakota,101,415,0,1,28,105,132,18,231,107,19,281,120,12,10,5,2,1,0
Virginia,136,408,0,0,0,142,79,24,158,113,13,177,75,7,6,11,1,2,0
Utah,111,510,0,0,0,191,80,32,138,94,11,246,107,11,6,3,1,2,0
Massachusetts,132,408,0,1,36,201,93,34,156,75,13,131,92,5,13,5,3,0,0
South Dakota,128,415,0,0,0,247,91,42,182,60,15,143,112,6,14,2,3,3,0
Alabama,92,408,0,1,38,242,96,41,159,144,13,210,108,9,8,1,2,1,0
Alabama,197,415,1,0,0,127,80,21,222,115,18,173,95,7,13,5,3,5,1
South Carolina,99,415,0,1,33,179,93,30,238,102,20,165,96,7,10,1,2,2,0
Florida,106,415,0,1,31,197,125,33,123,110,10,115,101,5,12,4,3,3,0
Utah,78,415,0,0,0,193,85,32,172,105,14,129,119,5,10,1,2,0,0
New York,98,408,0,0,0,171,99,29,174,87,14,189,130,8,7,6,2,1,0
Mississippi,17,408,0,1,35,198,123,33,270,74,23,209,130,9,8,10,2,1,0
New Hampshire,56,415,0,1,24,121,87,20,184,76,15,266,98,12,12,3,3,1,0
Virginia,84,415,0,0,0,130,105,22,278,60,23,305,74,13,14,6,3,2,0
Vermont,95,510,0,0,0,203,96,34,168,61,14,173,105,7,13,3,3,2,0
Nevada,76,510,1,0,0,241,120,40,231,96,19,220,67,9,9,1,2,1,1
West Virginia,93,415,0,0,0,141,95,24,221,100,18,227,71,10,10,3,2,0,0
Washington,83,408,0,0,0,134,96,22,167,78,14,161,123,7,7,5,2,2,0
Kansas,123,415,0,0,0,163,119,27,249,51,21,168,77,7,9,10,2,1,0
Vermont,64,408,0,0,0,145,116,24,228,110,19,273,91,12,8,8,2,1,0
Colorado,110,510,0,0,0,131,93,22,272,106,23,192,105,8,7,4,1,1,0
Tennessee,47,415,0,1,30,196,93,33,241,140,20,226,118,10,12,4,3,2,0
Kentucky,115,510,0,0,0,99,107,16,145,96,12,149,99,6,14,4,3,2,0
Pennsylvania,69,415,0,0,0,143,88,24,141,86,12,194,83,8,10,5,2,3,0
Connecticut,90,415,0,0,0,37,80,6,155,105,13,175,111,7,14,5,3,3,0
Minnesota,98,415,0,0,0,72,107,12,186,103,15,175,110,7,10,4,2,3,0
Wyoming,90,408,0,1,39,94,89,16,219,91,18,197,65,8,11,5,3,1,0
Pennsylvania,174,415,0,1,15,221,143,37,210,115,17,221,109,9,12,9,3,1,0
Pennsylvania,79,415,0,0,0,268,114,45,185,111,15,264,88,11,6,7,1,1,1
Vermont,99,415,0,0,0,115,75,19,218,111,18,254,98,11,11,7,3,7,1
Idaho,114,415,0,0,0,202,100,34,195,102,16,291,120,13,13,5,3,2,0
Pennsylvania,141,510,0,0,0,215,113,36,200,81,17,153,107,6,12,6,3,1,0
New Mexico,132,408,0,0,0,169,107,28,209,121,17,206,79,9,11,2,3,1,0
Florida,133,510,0,0,0,201,85,34,169,116,14,286,80,12,6,4,1,0,0
Texas,133,408,0,0,0,221,133,37,160,140,13,161,84,7,8,3,2,4,0
Vermont,93,510,0,1,32,218,117,37,115,61,9,192,85,8,9,5,2,2,0
Oregon,140,415,0,0,0,120,108,20,240,84,20,216,74,9,7,3,2,4,1
Florida,144,510,0,0,0,278,95,47,240,90,20,120,90,5,11,5,3,1,1
Idaho,24,408,0,1,29,236,105,40,190,114,16,129,105,5,7,2,1,3,0
West Virginia,50,408,0,0,0,131,129,22,160,94,13,206,88,9,5,9,1,5,1
Idaho,92,415,0,1,23,167,83,28,258,129,21,116,110,5,11,3,3,4,0
Nevada,96,408,0,0,0,197,68,33,250,53,21,181,67,8,10,3,2,3,0
South Carolina,102,408,0,0,0,174,73,29,213,114,18,164,116,7,10,5,2,4,0
Nebraska,99,415,0,0,0,200,66,34,107,104,9,233,82,10,11,2,3,3,0
Maine,36,510,0,1,25,152,110,25,242,67,20,147,74,6,9,2,2,1,0
Michigan,70,510,0,0,0,129,102,22,208,133,17,231,93,10,14,3,3,1,0
Arizona,109,415,1,0,0,268,85,45,150,131,12,297,84,13,9,8,2,2,1
Arizona,100,415,0,0,0,188,152,32,148,115,12,179,88,8,15,5,4,2,0
Massachusetts,80,510,0,0,0,149,123,25,276,75,23,241,75,10,10,7,2,2,0
South Carolina,100,510,0,0,0,115,87,19,111,56,9,170,77,7,7,4,1,1,0
West Virginia,50,510,0,0,0,131,108,22,216,103,18,196,126,8,11,5,2,1,0
Mississippi,105,415,0,0,0,101,48,17,159,119,13,259,53,11,12,2,3,1,0
Virginia,113,415,0,1,23,149,104,25,235,67,20,201,76,9,9,5,2,4,0
Mississippi,111,415,0,1,36,96,123,16,170,105,14,166,85,7,13,4,3,2,0
Texas,70,415,0,0,0,232,95,39,303,111,25,255,104,11,12,7,3,0,1
Hawaii,97,415,0,1,43,121,105,20,260,115,22,222,100,10,8,5,2,3,0
Washington,130,510,0,0,0,124,70,21,270,99,23,239,83,10,3,6,0,0,0
Wisconsin,92,415,0,0,0,157,101,26,298,100,25,216,99,9,13,3,3,1,0
Colorado,119,408,0,0,0,124,68,21,207,88,17,157,93,7,14,1,4,0,0
Nevada,115,415,0,0,0,286,125,48,205,74,17,191,141,8,6,6,1,1,1
Virginia,127,408,0,1,25,173,91,29,245,64,20,300,99,13,4,3,1,0,0
North Dakota,153,415,0,1,31,218,130,37,134,103,11,118,105,5,9,6,2,0,0
Hawaii,79,415,0,0,0,41,124,7,211,95,17,237,55,10,11,5,3,1,0
North Dakota,35,415,0,0,0,260,87,44,258,78,21,131,123,5,5,2,1,1,0
Minnesota,68,510,0,0,0,226,94,38,168,129,14,188,117,8,10,1,2,0,0
District of Columbia,60,408,0,0,0,179,147,30,208,89,17,248,98,11,13,6,3,1,1
West Virginia,124,415,0,0,0,157,107,26,167,112,14,188,102,8,8,3,2,3,0
Maine,23,510,0,0,0,113,74,19,168,95,14,262,126,11,6,2,1,1,1
New York,181,415,1,0,0,161,83,27,124,83,10,262,98,11,14,3,3,0,1
Vermont,63,415,0,0,0,142,92,24,208,102,17,228,120,10,7,2,2,2,0
North Carolina,54,415,1,0,0,190,108,32,259,108,22,141,111,6,9,2,2,2,1
Missouri,80,408,1,1,15,159,110,27,170,120,14,141,82,6,11,5,3,1,0
North Carolina,118,408,1,1,39,153,106,26,123,111,10,117,103,5,9,6,2,1,0
New Jersey,42,408,1,0,0,180,127,30,174,94,14,165,114,7,12,6,3,2,0
Ohio,134,408,0,0,0,202,105,34,224,90,19,253,108,11,12,7,3,0,0
Texas,66,415,0,1,35,190,100,32,261,93,22,209,108,9,8,6,2,0,0
Washington,66,415,0,0,0,205,102,34,232,109,19,259,95,11,9,6,2,2,0
Tennessee,127,415,0,1,28,235,124,40,236,113,20,241,127,10,7,2,2,1,0
Hawaii,146,510,0,0,0,189,77,32,155,128,13,186,83,8,7,3,2,0,0
Wyoming,93,408,0,1,42,166,101,28,273,84,23,171,106,7,11,1,3,1,0
Connecticut,77,415,0,0,0,245,87,41,254,83,21,239,91,10,7,4,2,0,1
New Mexico,111,415,0,0,0,132,125,22,221,67,18,127,101,5,12,2,3,4,1
Alabama,115,510,0,1,14,192,86,32,88,90,7,229,120,10,10,3,2,2,0
Minnesota,115,510,1,0,0,122,110,20,220,100,18,179,124,8,10,2,2,2,1
North Carolina,114,408,0,0,0,193,101,32,250,81,21,133,79,6,9,2,2,2,0
Ohio,106,415,0,0,0,158,112,26,220,114,18,252,106,11,9,3,2,0,0
Colorado,59,510,0,0,0,153,92,26,205,88,17,114,89,5,12,10,3,1,0
North Dakota,87,415,1,1,40,221,79,37,157,74,13,222,124,10,11,3,3,1,0
New York,21,415,0,0,0,244,81,41,168,117,14,281,87,12,6,1,1,1,0
Wisconsin,142,408,0,1,24,239,103,40,285,65,24,256,106,11,9,4,2,0,0
Oregon,149,415,0,0,0,242,83,41,245,97,20,219,80,9,10,3,2,3,1
Colorado,54,510,0,1,39,117,82,19,159,60,13,236,113,10,11,10,3,2,0
Pennsylvania,88,510,0,0,0,218,76,37,169,60,14,141,99,6,8,1,2,1,0
Illinois,85,415,0,1,29,144,97,24,140,102,11,165,148,7,10,3,2,1,0
Delaware,51,415,1,0,0,153,108,26,232,85,19,214,92,9,14,4,3,0,1
Missouri,45,510,0,1,29,135,104,23,222,101,18,235,92,10,7,6,2,2,0
Ohio,146,408,0,1,31,202,91,34,241,108,20,169,77,7,7,2,2,1,0
Wisconsin,63,510,0,1,34,152,119,25,227,91,19,195,103,8,12,5,3,1,0
Ohio,72,510,0,0,0,138,111,23,211,102,17,179,91,8,10,3,2,1,0
Tennessee,130,408,0,0,0,127,102,21,206,107,17,231,99,10,6,6,1,0,0
South Dakota,97,415,0,0,0,168,87,28,259,105,22,279,123,12,7,4,1,1,0
New York,54,415,0,0,0,286,73,48,223,108,18,203,107,9,11,5,3,1,1
Georgia,160,415,0,1,29,164,121,27,262,108,22,123,131,5,15,4,4,1,0
Texas,79,415,0,0,0,144,90,24,135,91,11,212,129,9,13,4,3,1,0
West Virginia,92,415,0,1,47,141,95,24,207,130,17,203,95,9,10,11,2,0,0
Michigan,59,415,0,0,0,204,65,34,247,123,21,214,94,9,12,4,3,1,0
North Dakota,132,510,0,0,0,163,80,27,167,90,14,87,90,3,6,10,1,1,0
South Dakota,93,415,0,0,0,176,103,29,199,130,16,263,96,11,8,6,2,2,0
New Jersey,147,415,0,1,36,254,78,43,228,105,19,98,125,4,13,7,3,5,0
Alaska,101,510,0,0,0,174,105,29,262,75,22,210,93,9,8,5,2,1,0
Connecticut,125,415,1,0,0,187,118,31,160,111,13,263,112,11,9,2,2,0,1
Colorado,63,415,0,0,0,211,84,36,230,137,19,217,99,9,10,9,2,3,0
Maryland,107,415,0,0,0,241,102,41,126,117,10,185,92,8,11,6,3,0,0
Minnesota,117,408,0,0,0,161,104,27,196,119,16,294,111,13,13,2,3,1,0
New Hampshire,115,510,0,0,0,109,148,18,223,87,19,240,96,10,15,8,4,3,0
Colorado,156,408,1,0,0,277,119,47,238,106,20,94,96,4,8,3,2,1,0
Kentucky,89,408,0,0,0,192,83,32,163,88,13,169,138,7,6,3,1,0,0
Kentucky,72,415,0,0,0,198,147,33,216,121,18,112,125,5,13,4,3,0,0
Oregon,53,415,0,0,0,184,98,31,216,125,18,141,116,6,18,3,4,2,0
South Dakota,116,408,0,0,0,167,119,28,142,123,12,190,128,8,7,4,1,2,0
Delaware,78,408,0,0,0,139,140,23,191,113,16,286,125,12,11,3,3,3,0
Nebraska,56,510,0,0,0,121,84,20,165,115,14,243,95,10,8,2,2,1,0
Ohio,123,408,0,1,39,270,99,45,245,110,20,108,113,4,15,7,4,1,0
Arkansas,116,415,0,1,23,253,78,43,138,121,11,277,104,12,11,3,3,2,0
Wisconsin,102,408,0,0,0,200,106,34,152,127,12,199,128,8,7,2,2,3,0
Oregon,95,415,0,0,0,167,96,28,176,89,14,250,113,11,13,6,3,2,0
Virginia,102,408,0,0,0,156,67,26,204,103,17,141,72,6,9,2,2,2,0
Arkansas,89,415,0,1,25,215,140,36,197,69,16,162,117,7,10,10,2,1,0
Connecticut,50,408,0,0,0,301,82,51,167,118,14,72,89,3,10,6,2,1,0
Ohio,93,415,0,1,42,152,90,25,267,102,22,266,130,12,11,5,3,7,0
Wyoming,68,510,0,0,0,195,116,33,212,101,18,138,134,6,15,11,4,1,0
Illinois,70,408,0,0,0,208,97,35,275,83,23,182,122,8,8,3,2,2,0
Missouri,138,415,0,1,29,190,87,32,223,123,18,256,130,11,14,6,3,0,0
Massachusetts,112,415,0,1,17,183,95,31,252,125,21,156,95,7,9,3,2,0,0
New Hampshire,117,510,1,0,0,54,100,9,303,84,25,171,84,7,8,2,2,1,1
Iowa,1,408,0,1,26,208,115,35,185,113,15,177,144,8,8,9,2,1,0
Alabama,70,415,0,0,0,230,110,39,77,87,6,247,105,11,13,4,3,1,0
West Virginia,52,510,0,1,21,195,119,33,106,95,9,157,94,7,5,3,1,2,0
Nevada,105,408,0,0,0,166,93,28,175,106,14,243,55,10,16,3,4,2,0
South Carolina,77,510,0,1,28,135,117,23,244,102,20,207,74,9,11,3,3,4,1
North Carolina,80,415,1,0,0,189,122,32,223,92,18,269,116,12,13,3,3,2,1
New Hampshire,120,510,0,1,43,177,117,30,175,70,14,161,117,7,11,4,3,1,0
Wyoming,54,408,0,1,39,143,73,24,210,117,17,129,117,5,12,8,3,2,0
Florida,148,510,1,0,0,148,138,25,159,123,13,197,62,8,8,3,2,2,0
Pennsylvania,119,408,0,0,0,287,115,48,159,99,13,216,86,9,13,1,3,2,1
Missouri,85,510,0,0,0,165,96,28,190,141,16,144,116,6,10,3,2,5,1
Kansas,101,510,0,1,25,144,144,24,167,105,14,240,107,10,14,3,3,1,0
Kentucky,172,415,0,0,0,172,85,29,253,71,21,221,113,9,5,6,1,0,0
Delaware,80,415,0,0,0,199,138,33,167,91,14,271,94,12,5,4,1,1,0
Wisconsin,67,510,0,0,0,109,134,18,142,76,12,91,86,4,10,5,2,2,0
New Mexico,107,415,0,0,0,222,101,37,286,111,24,249,117,11,12,4,3,1,1
Delaware,133,510,0,0,0,245,102,41,264,90,22,111,103,5,11,7,3,0,0
Illinois,116,510,0,0,0,164,110,27,270,103,23,230,109,10,8,3,2,0,0
Washington,63,408,0,0,0,211,107,35,271,77,23,203,108,9,7,7,2,0,0
Massachusetts,119,408,1,1,16,147,103,25,160,96,13,184,120,8,7,2,2,0,1
Ohio,133,408,1,0,0,254,103,43,252,80,21,178,103,8,8,3,2,0,1
Tennessee,94,408,1,0,0,170,113,28,271,94,23,110,78,4,8,4,2,1,0
Massachusetts,69,510,0,0,0,195,91,33,261,57,22,203,90,9,11,5,3,0,0
Michigan,146,408,0,0,0,149,83,25,187,130,15,149,100,6,7,4,2,7,1
New Hampshire,142,408,1,1,25,191,109,32,149,120,12,227,60,10,9,3,2,0,0
Maryland,123,408,0,0,0,206,115,35,224,86,19,197,60,8,8,2,2,3,0
Mississippi,101,408,0,0,0,239,156,40,273,106,23,278,93,12,13,8,3,1,1
Arizona,43,415,0,0,0,179,97,30,252,126,21,227,114,10,8,5,2,0,0
Indiana,69,408,0,0,0,185,91,31,219,88,18,243,107,10,5,5,1,0,0
New York,15,510,1,0,0,141,80,24,123,76,10,323,88,14,8,3,2,2,0
West Virginia,67,510,0,0,0,152,131,25,252,107,21,185,104,8,4,3,1,2,0
New York,99,415,0,0,0,145,102,24,230,87,19,181,86,8,11,7,3,1,0
Oklahoma,46,415,0,0,0,164,116,27,196,153,16,236,119,10,8,1,2,1,0
North Carolina,55,408,1,0,0,221,115,37,165,97,14,235,117,10,9,4,2,1,0
Kentucky,39,415,0,0,0,295,126,50,232,117,19,204,123,9,11,2,3,1,1
Texas,92,510,0,0,0,139,98,23,174,143,14,201,135,9,9,7,2,2,0
Connecticut,56,415,0,0,0,162,99,27,149,78,12,255,115,11,14,1,4,4,1
Nebraska,76,415,0,0,0,272,97,46,236,95,20,235,105,10,7,2,2,0,1
Hawaii,132,408,1,1,33,200,75,34,226,67,19,198,91,8,12,3,3,2,0
Alaska,51,510,1,1,12,135,60,23,200,134,17,192,98,8,12,7,3,2,0
South Dakota,27,408,0,0,0,236,110,40,231,92,19,164,85,7,12,6,3,1,0
Oklahoma,105,510,1,1,28,156,89,26,107,114,9,167,95,7,14,3,3,0,1
Washington,117,408,0,0,0,191,93,32,282,56,24,84,118,3,12,4,3,2,0
Virginia,146,415,0,0,0,205,101,34,134,77,11,310,83,13,10,2,2,3,0
Wisconsin,147,415,1,0,0,225,111,38,184,98,15,143,146,6,9,1,2,0,1
Indiana,68,510,0,0,0,249,127,42,254,118,21,273,98,12,8,6,2,2,1
New Mexico,68,408,0,0,0,131,89,22,137,109,11,256,107,11,10,5,2,3,0
